"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75"
"1",0,0,0,0.0572404032109471,0,0,0,0,0,0,0,0.0170695658950899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00690992510347979,0,0,0,0,0.0367737259916389,0.014158133517505,0.00425310913682428,0,0,0,0,0,0,0,0,0,0,0.0255285758104219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267633598583545,0,0,0,0,0.0311660723393176,0,0,0
"2",0,0,0,0.0389283967441149,0,0,0,0,0,0,0,0.058506600992403,0,0.0104045509305488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0.151903732813984,0,0,0,0,0,0,0,0,0,0,0,0.0556065999825605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017287619966545,0,0,0,0,0,0,0,0,0,0,0,0.00444772775741054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.00900422175448325,0,0.00235528479005444,0,0,0,0,0,0,0,0,0,0,0.0845993748588781,0,0,0,0,0,0,0,0,0.00038452048855109,0,0,0,0,0,0,0,0,0,0.099383800362587,0,0,0,0.00313331258556068,0,0,0,0,0,0,0,0,0,0,0,-0.0591201788436898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349911168320884,0,0.0825742446805685,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0.0679598290805822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614582543716501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383341738907829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.0464432348164652,0,0,0,0,0,0.0194130136256444,0,0,0,0,0.0257497108446923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159091784397998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164716094853578,0,0,0,0,0.000290021749634379,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.00202428252442946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0.00383784378838065,0,0,0.0314937077078362,0,0,0.172487298442068,0,0,0,0,0.00195637990497926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0.0121559133822366,0,0,0,0,0,0,0,0.0185385331610702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56440809068264e-05,0,0,0,0,0,0,0,0,0.00285095068286548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168774025574868,0,0,0,0.0249700455272787,0,0,0,0,0,0,0.00433754481866132,0
"13",0.0240413041598109,0,0.0152425545212356,0.0347624026755548,0,0,0,0,0,0,0,0,0.0621298292520792,4.98597189978519e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231577631348846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125351002558974,0,0,0
"14",0,0,0,-0.00125255396005909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261685848963411,0,0,0.0248363123619953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144232865167537,0
"15",0,0,0,-0.0147529954996779,0,0,0,0,0,0,0,0,0,0.0593754651636124,0,-0.00649439328123722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514790643092979,0,0,0,0.00977598409477155,0,0,0,0,0,0,0,0,0,0,0,-0.0139147791267525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220588387887527,0
